Account_Created,E,Datetime,Display_Name,Followers_Count,Friends_Count,isVerified,Label,Like_Count,Reply_Count,Retweet_Count,Statuses_Count,Text,Tweet_id,Username
2013-04-17 16:25:49+00:00,E,2019-05-15 12:57:30+00:00,zoom news Sri Lanka,2414,3746,FALSE,0,6,0,2,6991,"පාස්කු ඉරිදා ප්‍රහාරයට සම්බන්ධව කොච්චිකඩේ පල්ලියට බෝම්බකරු රැගෙන ආ වෑන් රථය මිලදි ගත් හා එහි ආසන සකස් කළ සැකකරු පොලීසිය විසින් නව කාන්තන්කුඩි ප්‍රදේශයේදී පොලිස් අත්අඩංගුවට ගෙන තිබෙනවා.
#SriLanka #lka #EasterSundayAttacksLK",1.13E+18,zoomalert
2018-03-07 20:02:28+00:00,E,2019-05-15 14:57:55+00:00,Dissa - දිසා,21,18,FALSE,0,5,1,0,126,"කොච්චිකඩේ බෝම්බකරු පැමිණි වෑන් රථය මිලදීගත් පුද්ගලයාත් කොටුවෙයි. 

වත්මන්‍ රජයට  අමිත් වීරසිංහලා වගේ අය කරලා තියන අපරාද එක්කගත්තම මේක නම් ඒ තරම් දෙයක් නෙවෙයි.  ඒ නිසා කොටු වුනේ දින කීයකට ද දන්නෑ..  https://t.co/HRM1IlyTiL",1.13E+18,AnushaDissanay5
2017-02-01 14:31:42+00:00,E,2019-05-15 15:50:35+00:00,Sumedha Wimalagunarathna,2,29,FALSE,-1,0,0,0,140,"ර⁣ට ජාතිය ගැන කථා කරන උන් හිරේ දානව..
මුලු රටේම ඉන්න සිංහලයො ටික හිරේ දාල මේ ර⁣ට මුස්ලිම් අන්තවාදී රටක් කොරානම් මීට හොදයි කියල මට විතරදහිතෙන්නෙ ???",1.13E+18,SaNduNi_Mobile
2011-07-16 11:41:36+00:00,E,2019-05-15 17:40:36+00:00,Dushyantha Perera,319,1453,FALSE,1,0,0,0,15232,"කොච්චිකඩේ බෝම්බකරු පැමිණි වෑන් රථය මිලට ගෙන එහි ආසන සකස්කළ පුද්ගලයා කාත්තන්කුඩියේදී අත්අඩංගුවට!!!

 https://t.co/KqtHg2On0n",1.13E+18,wtdperera
2015-07-18 13:39:43+00:00,E,2019-05-16 07:57:13+00:00,WebGossip,1011,4,FALSE,0,0,0,0,4059,කඳවුරට සහභාගි වන අය එකිනෙකා හා කතා කිරීම තහනම් – මරාගෙන මැරුණු ප්‍රහාරවල මහමොළකරු සහරාන්ගේ පුහුණු කඳවුරුවල රහසිගත සැලසුම මෙන්න - https://t.co/Xpck5AwQAL https://t.co/zW4u8tB4Ga,1.13E+18,WebGossiplk
2014-07-29 12:34:04+00:00,E,2019-05-16 09:05:22+00:00,Gihan De Alwis,1949,948,FALSE,1,9,0,3,33433,"වෙලාවක් අරන් මේ සාකච්ඡාව ඇහුවට පාඩු නෑ. නීතීඥ්ඥ අලි සබ්රි, ඉම්තියාස් බාකීර් මාකර් , ෆේරියල් අෂ්රොෆ්, කබීර් හශීම් ආදී මහත්ම මහත්මීන් සහභාගීවූ මාධ්‍ය සාකච්ඡාව. අන්තවාදී නොවන ශ්‍රී ලාංකික මුස්ලිම් වරුන්ගෙ මතය සහ අන්තවාදයට එරෙහි ඔවුන්ගේ කැප වීම ගැන අහන්න.
https://t.co/dwiUhNvemv",1.13E+18,gihan_de_alwis
2011-02-04 03:35:14+00:00,E,2019-05-17 02:44:40+00:00,Kasun Charitha,104,187,FALSE,-1,0,0,0,3421,"අපරාධකාරයෙක්, තස්ත්‍රවාදියෙක්, මංකොල්ලකාරයෙක් සහ එවැනි ක්‍රියා කරපු ප්‍රධාන අයව,  මාධ්‍යවේදීන් විසින් හදුන්වන්නෙ මහමොළකරු විදියට. එතකොට මේ රටේ අධ්‍යාපනය ලබල රට විශාල සේවාවවන් කරන උගතුන්, විශිෂ්ඨ නිර්මාණකරුවන්,... https://t.co/LfLQBzy86v",1.13E+18,malkasun217
2013-02-28 17:40:45+00:00,E,2019-05-17 04:42:45+00:00,Sapumal Jayathilaka,669,1599,FALSE,-1,0,1,0,24659,"මහ  බලවතුන්ගේ පන්දු පිටියක් බවට පත් කරන ලදී. ඉන් නොනැවතී මුස්ලිම්  අන්තවාදී  තව්හිද් ජමාද්ට ද, බෞද්ධ අන්තවාදී බොදුබල සේනාවට ද, හින්දු  අන්තවාදී  ශිවසේනා ටද එකම රහස්‍ය ගිණුමකින් මුදල් ආධාර ලබා දෙමින් රට තුල  අන්තවාදය  ආරම්භ කරමින් පෝෂණය කෙළෝය. ඒ සියල්ල අවසානයේ ව්‍යවස්ථාවද කඩමින්",1.13E+18,Sapumal_Jaya
2011-01-05 20:17:01+00:00,E,2019-05-17 14:29:20+00:00,MK,240,414,FALSE,-1,3,0,1,3122,අපේ දේශයට මුස්ලිම් අන්තවාදී විශබීජය වැඩෙන තෙක් නිහඩ්ව උදව් කල මුස්ලිම් දේශපාලන තක්කඩියන්ට අල්ලාගේ සාපය වැඩිකල් නොගොස් ලැබෙනු ඇත..... https://t.co/Jx5jixPkm1,1.13E+18,Mettakaru
2017-09-13 07:36:44+00:00,E,2019-05-17 14:48:43+00:00,Socialist Equality Party (Sri Lanka),321,28,FALSE,0,0,0,0,2927,~~අන්තවාදී ත්‍රස්තවාදීන්ගේ හිංසනයන් නිසා පකිස්තානයෙන් ලංකාවට පලාවිත් සිටින අහමදියා මුස්ලිම් පවුල් සංඛ්‍යාව 600 ක් පමන වෙති. මෙරට තුල දී ද සිංහල බෞද්ධ අන්තවාදීන්ගේ ප්‍රහාරවලට සහ ප්‍රධාන මුස්ලිම් ආගමික නිකායන්ගේ විරෝධයට... https://t.co/Ke0YWfXO33,1.13E+18,SepLanka
2010-11-07 11:59:18+00:00,E,2019-05-17 16:08:27+00:00,Ovina Peiris,447,778,FALSE,-1,2,0,0,2524,"භයානකත්වය අනුව වාහනය සහ රියැදුරා පිළිවෙලින්!

1.ස්කුටරයක් උඩ නැගී කාන්තාව 
2.මරාගෙන මැරෙන බෝම්බකරු සහ හයි-ජෙට් මොඩලයේ වාහනේ
3.පෞද්ගලික බස් රථ සහ රියැදුරු 
4.තරුණ කොල්ලෙකු සහ ත්‍රීවීලය 
5.මොලේ නැති සල්ලි තියෙන හරකෙක් ලොකු වාහනේක 
6.ස්කුටරය, සී. බී. ආර්. යක්යයි සිතනා කොල්ලෙක් 🙏🏽",1.13E+18,ovinapeiris
2019-01-23 08:18:38+00:00,E,2019-05-20 02:48:32+00:00,Emanisa.lk - එමනිසා,1251,143,FALSE,-1,0,0,0,12502,නැඟෙනහිර හිස්බුල්ලා තවත් අන්තවාදී කුමන්ත්‍රණයක! කාන්තන්කුඩියට මුස්ලිම් පමණයි අධ්‍යාපන කලාපයක්!,1.13E+18,Emanisa12
